question,top_0,top_1,top_2,top_3,top_4,SQL Query,ground_truth,execution_time,ground_truth_validity
What was the GDP of Michigan in 2013?,"['What was the GDP of Utah in 2013?', 0.8514834141897415]","['What was the GDP of Maryland in 2019?', 0.8455604673113646]","['What was GDP in Washington in 2019?', 0.8381415960368033]","[""What percent of Michigan's economy is the Fabricated metal products industry in 2022?"", 0.8130847808644097]","['What was the GDP of Oregon in 1999?', 0.8121433163254942]",SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Michigan' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 2013,SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Michigan' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 2013,6.354110197000409,True
What was the GDP of Utah in 2013?,"['What was the GDP of Michigan in 2013?', 0.8413349822313656]","['What was GDP in Washington in 2019?', 0.8265901865803581]","['What was the GDP of Oregon in 1999?', 0.8148090038818823]","['What was the GDP of Maryland in 2019?', 0.8115505103438329]","['How much money do people in Utah spend on Other services per capita?', 0.8066958962074949]",SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Utah' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 2013,SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Utah' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 2013,2.384032758000103,True
What was the GDP of Oregon in 1999?,"['What was GDP in Washington in 2019?', 0.846879875975254]","['What was the GDP of Utah in 2013?', 0.8277761620825843]","['What was the GDP of Maryland in 2019?', 0.8135191610115242]","['What was the GDP of Connecticut in 1977?', 0.8118470781275023]","['What was the GDP of Michigan in 2013?', 0.810317774868088]",SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Oregon' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 1999,SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Oregon' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 1999,3.5397159189997183,True
What was the GDP of Maryland in 2019?,"['What was GDP in Washington in 2019?', 0.864340293558726]","['What was the GDP of Michigan in 2013?', 0.840728978334694]","['What was the GDP of Utah in 2013?', 0.8249418426035228]","['What was the GDP of Oregon in 1999?', 0.8171086701433257]","['What was the GDP of Connecticut in 1977?', 0.7965260027291294]",SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Maryland' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 2019,SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Maryland' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 2019,3.2248818810003286,True
What was the GDP of Connecticut in 1977?,"['What was the GDP of Utah in 2013?', 0.8243858023774123]","['What was the GDP of Oregon in 1999?', 0.815882940185849]","['What was GDP in Washington in 2019?', 0.808840046792841]","['What was the GDP of Michigan in 2013?', 0.8041043847231202]","['What was the GDP of Maryland in 2019?', 0.7999356881492377]",SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Connecticut' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 1977,SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Connecticut' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 1977,1.7970367679990886,True
Which states have the largest Mining (except oil and gas) industry?,"['Which states have the largest Primary metal industries industry?', 0.8262788792725022]","['Which states have the largest Pipeline transportation industry?', 0.7948026638219112]","['Which states have the largest Furniture and related product manufacturing industry?', 0.7888575266114692]","['Which states have the largest Accommodation and food services industry?', 0.7873933790811741]","[""What percent of Florida's economy is the Petroleum and coal products industry in 2022?"", 0.7813692738302589]","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Mining (except oil and gas)' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Mining (except oil and gas)' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Mining (except oil and gas)' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Mining (except oil and gas)' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;",17.196160006002174,True
Which states have the largest Primary metal industries industry?,"['Which states have the largest Mining (except oil and gas) industry?', 0.8431510268220102]","['Which states have the largest Furniture and related product manufacturing industry?', 0.8158598985001349]","[""What percent of Michigan's economy is the Fabricated metal products industry in 2022?"", 0.7999577442641916]","['Which states have the largest Pipeline transportation industry?', 0.7874475899665103]","[""What percent of Illinois's economy is the Petroleum and coal products manufacturing industry in 2022?"", 0.782122894764269]","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Primary metal industries' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Primary metal industries' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Primary metal industries' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Primary metal industries' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;",6.865291622001678,True
Which states have the largest Accommodation and food services industry?,"['Which states have the largest Furniture and related product manufacturing industry?', 0.8090075505624178]","['Which states have the largest Mining (except oil and gas) industry?', 0.7951811526754087]","['What are the salaries of the states with the highest salaries in 2022?', 0.7842714364094401]","['Which states have the largest Pipeline transportation industry?', 0.7803721978458941]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.7802383519127807]","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Accommodation and food services' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Accommodation and food services' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Accommodation and food services' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Accommodation and food services' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;",6.091709984000772,True
Which states have the largest Pipeline transportation industry?,"['Which states have the largest Mining (except oil and gas) industry?', 0.8251035141080745]","['Which states have the largest Furniture and related product manufacturing industry?', 0.8102387802737455]","['Which states have the largest Primary metal industries industry?', 0.8078933506027864]","['Which states have the largest Accommodation and food services industry?', 0.8058055608668991]","[""What percent of Illinois's economy is the Petroleum and coal products manufacturing industry in 2022?"", 0.7865878500981154]","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Pipeline transportation' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Pipeline transportation' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Pipeline transportation' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Pipeline transportation' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;",9.041982951002865,True
Which states have the largest Furniture and related product manufacturing industry?,"['Which states have the largest Primary metal industries industry?', 0.8117473910446827]","['Which states have the largest Accommodation and food services industry?', 0.8065446560127469]","['Which states have the largest Mining (except oil and gas) industry?', 0.795663235895301]","['Which states have the largest Pipeline transportation industry?', 0.7820280405959097]","[""What percent of Michigan's economy is the Fabricated metal products industry in 2022?"", 0.7785045668433684]","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Furniture and related product manufacturing' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Furniture and related product manufacturing' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;","SELECT year, area_name, industry_name, value FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Furniture and related product manufacturing' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE industry_name = 'Furniture and related product manufacturing' GROUP BY industry_name ) AND measurement_name = 'Real GDP by state' AND area_type = 'State' ORDER BY value DESC;",5.941951953998796,True
What industries most impacted GDP in Oklahoma in 1979?,"['Which industry contributed most to GDP growth in Oklahoma in 1973?', 0.8863381845602905]","['Which industries grew the most between 2010 and 2020 in Oklahoma?', 0.8378168337129235]","['What industries most impacted GDP in Louisiana in 1988?', 0.8185368111591715]","['Which industry contributed most to GDP growth in Colorado in 1994?', 0.8039331597935311]","['What industries most impacted GDP in Iowa in 2013?', 0.8006932090945822]","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Oklahoma' AND year = 1979 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Oklahoma' AND year = 1979 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC",5.760305803996744,True
What industries most impacted GDP in Wisconsin in 2005?,"['Which industry contributed most to GDP growth in Wisconsin in 1964?', 0.8811530429785009]","['What industries most impacted GDP in Iowa in 2013?', 0.8353498333031322]","['What industries most impacted GDP in Louisiana in 1988?', 0.8200949402793805]","['Which industry contributed most to GDP growth in Virginia in 1982?', 0.8157647986375974]","['Which industry contributed most to GDP growth in Colorado in 1994?', 0.8131613719704265]","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Wisconsin' AND year = 2005 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Wisconsin' AND year = 2005 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC",7.727793509999174,True
What industries most impacted GDP in Louisiana in 1988?,"['What industries most impacted GDP in Oklahoma in 1979?', 0.8371595954645769]","['Which industry contributed most to GDP growth in Virginia in 1982?', 0.8324297729642258]","['Which industry contributed most to GDP growth in Wisconsin in 1964?', 0.8233429792104265]","['Which industry contributed most to GDP growth in Oklahoma in 1973?', 0.8224001542336593]","['What industries most impacted GDP in Wisconsin in 2005?', 0.8218295159739788]","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Louisiana' AND year = 1988 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Louisiana' AND year = 1988 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC",6.446545659000549,True
What industries most impacted GDP in Georgia in 2017?,"['Which industries grew the most between 2010 and 2020 in Georgia?', 0.8636587521866557]","['What industries most impacted GDP in Iowa in 2013?', 0.8282373421885906]","['Which industry contributed most to GDP growth in Virginia in 1982?', 0.8119786103958271]","['What industries and sectors contribute the most to GDP?', 0.8104215239859197]","['What industries most impacted GDP in Louisiana in 1988?', 0.8083467394853691]","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Georgia' AND year = 2017 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Georgia' AND year = 2017 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC",3.0502424770020298,True
What industries most impacted GDP in Iowa in 2013?,"['What industries most impacted GDP in Georgia in 2017?', 0.8323248690612819]","['What industries most impacted GDP in Wisconsin in 2005?', 0.8299670253575789]","['Which industry contributed most to GDP growth in Wisconsin in 1964?', 0.822260308261009]","['What industries most impacted GDP in Oklahoma in 1979?', 0.8141580864489297]","['Which industries grew the most between 2010 and 2020 in Georgia?', 0.8141370690058405]","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Iowa' AND year = 2013 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC","SELECT industry_name, value as GDP FROM bea_gross_domestic_product_by_year WHERE area_name = 'Iowa' AND year = 2013 AND industry_type = 'Sector' AND measurement_name = 'Real GDP by state' ORDER BY value DESC",3.037059958001919,True
Which industry contributed most to GDP growth in Colorado in 1994?,"['Which industry contributed most to GDP growth in Virginia in 1982?', 0.8412176764947346]","['Which industry contributed most to GDP growth in Wisconsin in 1964?', 0.8369746696463038]","['Which industry contributed most to GDP growth in Oklahoma in 1973?', 0.8334928357730721]","[""What percent of Colorado's economy is the Insurance carriers and related activities industry in 2022?"", 0.8269257741719978]","['Which industry contributed most to GDP growth in Alaska in 1982?', 0.818808784201028]","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Colorado' AND year = 1994 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Colorado' AND year = 1994 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC",3.1420152079990658,True
Which industry contributed most to GDP growth in Virginia in 1982?,"['Which industry contributed most to GDP growth in Wisconsin in 1964?', 0.8439146140144493]","['Which industries grew the most between 2010 and 2020 in Virginia?', 0.8353142282433363]","['Which industry contributed most to GDP growth in Colorado in 1994?', 0.8328283181533909]","['Which industry contributed most to GDP growth in Oklahoma in 1973?', 0.8287313779396683]","['Which industry contributed most to GDP growth in Alaska in 1982?', 0.8168179003890592]","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Virginia' AND year = 1982 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Virginia' AND year = 1982 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC",5.158397187999071,True
Which industry contributed most to GDP growth in Wisconsin in 1964?,"['What industries most impacted GDP in Wisconsin in 2005?', 0.8487854531822635]","['Which industry contributed most to GDP growth in Virginia in 1982?', 0.8369908940110664]","['Which industry contributed most to GDP growth in Colorado in 1994?', 0.8260323391990331]","['Which industry contributed most to GDP growth in Oklahoma in 1973?', 0.8189261164858371]","['Which industry contributed most to GDP growth in Alaska in 1982?', 0.812090978037657]","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Wisconsin' AND year = 1964 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Wisconsin' AND year = 1964 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC",5.015183783001703,True
Which industry contributed most to GDP growth in Alaska in 1982?,"['Which industry contributed most to GDP growth in Oklahoma in 1973?', 0.8453324696854547]","['Which industry contributed most to GDP growth in Virginia in 1982?', 0.8433222147939972]","['Which industry contributed most to GDP growth in Wisconsin in 1964?', 0.8430362216712881]","['Which industry contributed most to GDP growth in Colorado in 1994?', 0.839335603810923]","['What industries most impacted GDP in Oklahoma in 1979?', 0.8143210533050256]","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Alaska' AND year = 1982 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Alaska' AND year = 1982 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC",5.707066047001717,True
Which industry contributed most to GDP growth in Oklahoma in 1973?,"['What industries most impacted GDP in Oklahoma in 1979?', 0.8727587288194195]","['Which industries grew the most between 2010 and 2020 in Oklahoma?', 0.8449018958586956]","['Which industry contributed most to GDP growth in Colorado in 1994?', 0.8254884177875335]","['Which industry contributed most to GDP growth in Wisconsin in 1964?', 0.8189562601344306]","['Which industry contributed most to GDP growth in Virginia in 1982?', 0.8174758343772115]","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Oklahoma' AND year = 1973 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC","SELECT year, industry_name, value as contribution FROM bea_gross_domestic_product_by_year WHERE area_name = 'Oklahoma' AND year = 1973 AND industry_type = 'Sector' AND measurement_name = 'Contributions to percent change in real GDP' ORDER BY value DESC",2.9309539690002566,True
What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Kansas?,"['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Missouri?', 0.8758243322858089]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Oklahoma?', 0.875352351068958]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Illinois?', 0.8699105442261598]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in New York?', 0.8662449744197169]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Ohio?', 0.8622429424364674]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Kansas' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Kansas' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Kansas' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Kansas' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",15.560996977001196,True
What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Oklahoma?,"['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Kansas?', 0.8817128557510696]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Ohio?', 0.8679605565545513]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in New York?', 0.8631697369719143]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Illinois?', 0.8601379546899035]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Missouri?', 0.8582720238009338]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Oklahoma' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Oklahoma' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Oklahoma' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Oklahoma' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",11.867540297000232,True
What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in New York?,"['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Illinois?', 0.8706562033569025]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Ohio?', 0.868794423686536]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Kansas?', 0.8677005193093265]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Oklahoma?', 0.8548935356374537]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Tennessee?', 0.8508726553532499]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'New York' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'New York' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'New York' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'New York' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",11.58852430400293,True
What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Ohio?,"['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Illinois?', 0.8738621266413367]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in New York?', 0.8715248857928869]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Kansas?', 0.8661880524015847]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Oklahoma?', 0.8636784089235249]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Tennessee?', 0.8587733566424572]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Ohio' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Ohio' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Ohio' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Ohio' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",24.768032832002064,True
What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Illinois?,"['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Ohio?', 0.8745024556927061]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in New York?', 0.8734542442708182]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Kansas?', 0.8733679291805592]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Missouri?', 0.8707419709071095]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Tennessee?', 0.855562115339263]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Illinois' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Illinois' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_aggregate pce2021, bamboo.bea_personal_consumption_expenditures_aggregate pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Illinois' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Illinois' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",19.117274515003373,True
What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Tennessee?,"['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Missouri?', 0.8705690848877505]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Ohio?', 0.8627091494196583]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Illinois?', 0.8598265174475763]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Louisiana?', 0.8597716019607318]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Oklahoma?', 0.8558773480214844]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Tennessee' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Tennessee' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Tennessee' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Tennessee' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",14.341292789998988,True
